srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label
59.166.0.8,26527.0,149.171.126.4,5190.0,tcp,FIN,0.056273,1920,4312,31,29,6,6,-,260586.7969,587564.1875,22,24,255,255,445569596,2595456866,87,180,0,0,233.975693,219.608206,1424251306,1424251306,2.663191,2.421261,0.000691,0.000576,0.000115,0,0,,,,4,8,4,1,1,1,1,Benign,0
149.171.126.18,47439.0,175.45.176.3,53.0,udp,INT,4e-06,264,0,60,0,0,0,dns,264000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424232687,1424232687,0.004,0.0,0.0,0.0,0.0,0,0,,,,43,43,25,25,25,25,43,Benign,0
175.45.176.3,47439.0,149.171.126.18,53.0,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424232232,1424232232,0.008,0.0,0.0,0.0,0.0,0,2,,,,14,14,14,14,14,14,14,Generic,1
59.166.0.8,51291.0,149.171.126.4,19788.0,udp,CON,0.001507,536,304,31,29,0,0,-,2134041.25,1210351.75,4,4,0,0,0,0,134,76,0,0,0.53363,0.254087,1424231729,1424231729,0.380333,0.181667,0.0,0.0,0.0,0,0,,,,4,3,1,3,1,1,3,Benign,0
175.45.176.1,0.0,149.171.126.10,0.0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237389,1424237389,0.009,0.0,0.0,0.0,0.0,0,2,,,,6,6,2,19,2,2,6,Reconnaissance,1
59.166.0.2,42044.0,149.171.126.2,25.0,tcp,FIN,0.023164,37860,3380,31,29,19,8,smtp,12833362.0,1139699.5,54,42,255,255,4274852316,2130509079,701,80,0,0,23.222882,0.969585,1421961571,1421961571,0.430358,0.551512,0.000672,0.000535,0.000137,0,0,0.0,0.0,0.0,2,1,2,5,1,1,1,Benign,0
59.166.0.4,22926.0,149.171.126.4,80.0,tcp,FIN,1.136338,1580,10168,31,29,3,5,http,10201.19043,67613.6875,12,18,255,255,302437282,312336237,132,565,0,0,9667.575063,7785.641907,1424242412,1424242413,103.271635,66.808057,0.000725,0.000592,0.000133,0,0,,,,3,3,3,2,1,1,6,Benign,0
59.166.0.5,30704.0,149.171.126.1,51306.0,tcp,FIN,0.049051,3494,42716,31,29,7,22,-,560070.125,6846751.0,58,58,255,255,4083444908,4083750423,60,736,0,0,56.989824,1.419088,1421970196,1421970196,0.849404,0.849614,0.000771,0.000613,0.000158,0,0,0.0,0.0,0.0,11,4,2,3,1,1,1,Benign,0
59.166.0.0,19867.0,149.171.126.2,63924.0,tcp,FIN,0.069781,3806,52014,31,29,7,26,-,429572.5313,5872773.5,64,66,255,255,2736441156,631855904,59,788,0,0,72.04901,72.69828,1424229524,1424229524,1.120565,1.074328,0.001897,0.00102,0.000877,0,0,,,,13,2,1,5,1,1,1,Benign,0
59.166.0.5,11264.0,149.171.126.3,45594.0,tcp,FIN,0.015835,2766,27392,31,29,7,16,-,1366087.75,13538112.0,44,46,255,255,3161597250,1020145301,63,595,0,0,19.431368,18.899761,1421952825,1421952825,0.360767,0.339933,0.000682,0.000532,0.00015,0,0,0.0,0.0,0.0,6,9,4,5,1,1,2,Benign,0
59.166.0.9,20110.0,149.171.126.7,65450.0,tcp,FIN,0.063361,2958,31784,31,29,7,18,-,365777.0625,3932892.75,48,50,255,255,149078407,2295070705,62,636,0,0,72.691059,69.706453,1421936860,1421936860,1.340255,1.271102,0.001169,0.001065,0.000104,0,0,0.0,0.0,0.0,14,5,2,4,1,1,1,Benign,0
59.166.0.4,41572.0,149.171.126.5,53.0,udp,CON,0.001044,146,178,31,29,0,0,dns,559386.9375,681992.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424236528,1424236528,0.009,0.008,0.0,0.0,0.0,0,0,,,,2,1,1,1,1,1,1,Benign,0
59.166.0.8,52658.0,149.171.126.9,50409.0,udp,CON,0.001848,520,304,31,29,0,0,-,1688311.75,987013.0,4,4,0,0,0,0,130,76,0,0,0.653604,0.329986,1421971436,1421971436,0.468667,0.240333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,7,10,3,5,1,1,3,Benign,0
59.166.0.1,18919.0,149.171.126.9,16722.0,tcp,FIN,0.115794,4862,82782,31,29,7,36,-,331968.8438,5652797.0,84,86,255,255,2362360627,276136778,58,963,0,0,86.722004,84.673394,1424249971,1424249971,1.391012,1.366821,0.001118,0.000978,0.00014,0,0,,,,11,6,1,3,1,1,5,Benign,0
59.166.0.9,22537.0,149.171.126.2,10728.0,tcp,FIN,0.013884,2766,25742,31,29,7,16,-,1558052.5,14510516.0,44,46,255,255,93504146,93810646,63,560,0,0,18.370176,17.948912,1421949867,1421949867,0.315419,0.301432,0.00077,0.000611,0.000159,0,0,0.0,0.0,0.0,15,7,3,6,1,1,3,Benign,0
59.166.0.1,36669.0,149.171.126.5,37508.0,tcp,FIN,0.371029,4256,3080,31,29,7,7,-,88489.03906,64210.61719,28,30,255,255,1692745141,3934200072,152,103,0,0,711.949725,17.507365,1424246312,1424246312,13.730667,12.774448,0.000711,0.000567,0.000144,0,0,,,,6,9,6,3,1,1,3,Benign,0
59.166.0.0,16055.0,149.171.126.7,5190.0,tcp,FIN,0.006152,2158,2464,31,29,6,6,-,2690507.25,3071521.5,24,24,255,255,1533751853,3679447138,90,103,0,0,15.738298,0.321817,1421955943,1421955943,0.251348,0.241826,0.000713,0.00058,0.000133,0,0,0.0,0.0,0.0,11,11,5,5,1,1,4,Benign,0
59.166.0.2,33846.0,149.171.126.7,80.0,tcp,FIN,1.064196,1684,10168,31,29,3,5,http,11757.23242,72197.22656,14,18,255,255,1664037297,1664937846,120,565,1,3924,8776.587353,7688.700638,1421942872,1421942873,81.830998,62.570471,0.000629,0.000494,0.000135,0,0,1.0,0.0,0.0,1,1,5,1,1,1,1,Benign,0
59.166.0.3,10905.0,149.171.126.0,53.0,udp,CON,0.001009,130,162,31,29,0,0,-,515361.75,642220.0,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421945545,1421945545,0.01,0.006,0.0,0.0,0.0,0,0,0.0,0.0,0.0,35,4,5,41,5,3,3,Benign,0
59.166.0.0,53599.0,149.171.126.4,80.0,tcp,FIN,1.00494,1580,10168,31,29,3,5,http,11535.0166,76454.3125,12,18,255,255,3143268204,998844507,132,565,1,3924,9524.767243,7675.549353,1424247982,1424247983,91.326821,59.083058,0.000659,0.000525,0.000134,0,0,1.0,,,1,2,3,1,1,1,1,Benign,0
175.45.176.2,4535.0,149.171.126.11,111.0,tcp,FIN,0.759939,516,354,254,252,2,1,-,4831.966797,3263.419678,9,8,255,255,1841721871,2109290847,57,44,0,0,6105.543402,149.365438,1421932516,1421932517,94.992374,98.61457,0.05123,0.030412,0.020818,0,1,0.0,0.0,0.0,3,1,1,1,1,1,1,Reconnaissance,1
175.45.176.3,47439.0,149.171.126.15,53.0,udp,INT,1e-06,114,0,254,0,0,0,dns,456000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424247513,1424247513,0.001,0.0,0.0,0.0,0.0,0,2,,,,24,19,16,16,16,16,19,Generic,1
59.166.0.5,38450.0,149.171.126.2,39229.0,tcp,FIN,0.007103,4176,2456,31,29,7,7,-,4442067.0,2612980.5,18,18,255,255,68330630,2221173300,232,136,0,0,13.603234,0.63419,1421955848,1421955848,0.277412,0.388824,0.000608,0.000487,0.000121,0,0,0.0,0.0,0.0,14,12,5,6,1,1,3,Benign,0
59.166.0.2,29212.0,149.171.126.5,111.0,udp,CON,0.004466,568,304,31,29,0,0,-,763098.9375,408419.1563,4,4,0,0,0,0,142,76,0,0,1.598063,1.448391,1424231940,1424231940,1.136,1.029667,0.0,0.0,0.0,0,0,,,,5,8,7,6,1,1,4,Benign,0
59.166.0.6,15054.0,149.171.126.5,28038.0,tcp,FIN,0.231167,424,8824,31,29,1,4,ftp-data,12839.20215,279936.1563,8,12,255,255,2734404934,1003606037,53,735,0,0,2736.892209,1770.985262,1421943043,1421943043,32.966,20.967273,0.000707,0.000522,0.000185,0,0,0.0,0.0,0.0,1,1,1,1,1,1,1,Benign,0
59.166.0.9,25072.0,149.171.126.1,21.0,tcp,FIN,0.021443,2934,3742,31,29,11,15,ftp,1073730.375,1370330.625,52,54,255,255,2563136459,418747789,56,69,0,0,29.204884,0.692958,1424237555,1424237555,0.42272,0.393774,0.000713,0.00057,0.000143,0,0,,1.0,1.0,1,1,5,1,1,1,1,Benign,0
59.166.0.7,48946.0,149.171.126.0,51292.0,tcp,FIN,0.039871,4222,64070,31,29,7,30,-,835494.5,12681899.0,72,74,255,255,2465335312,2465674343,59,866,0,0,29.974118,30.097157,1421930114,1421930114,0.557056,0.544875,0.000792,0.000629,0.000163,0,0,0.0,0.0,0.0,9,2,2,2,1,1,1,Benign,0
59.166.0.6,18703.0,149.171.126.0,80.0,tcp,FIN,1.004695,1684,10168,31,29,3,5,http,12453.53027,76472.95313,14,18,255,255,1592607330,1593716064,120,565,1,0,8764.970353,7673.99968,1421972654,1421972655,77.257387,59.067355,0.000695,0.000545,0.00015,0,0,1.0,0.0,0.0,1,1,8,4,1,1,1,Benign,0
59.166.0.2,26843.0,149.171.126.6,6881.0,tcp,FIN,0.107533,5592,192828,31,29,10,71,-,411408.5938,14258172.0,90,164,255,255,2643420059,501711272,62,1176,0,0,68.617676,40.095897,1421935536,1421935537,1.204742,0.656779,0.000604,0.000475,0.000129,0,0,0.0,0.0,0.0,7,18,2,2,1,1,1,Benign,0
59.166.0.8,3224.0,149.171.126.7,5190.0,tcp,FIN,0.008658,1064,2260,31,29,4,4,-,901824.875,1914529.875,12,12,255,255,2197061697,2197295320,89,188,0,0,47.515426,1.1079,1421938152,1421938152,0.751,0.740545,0.001001,0.000508,0.000493,0,0,0.0,0.0,0.0,5,6,1,2,1,1,1,Benign,0
59.166.0.3,51490.0,149.171.126.8,5190.0,tcp,FIN,0.004958,1470,1728,31,29,5,4,-,2265429.5,2589754.0,22,14,255,255,1001580619,3147266500,67,123,0,0,14.298449,0.406887,1421961486,1421961486,0.236095,0.307231,0.000758,0.000602,0.000156,0,0,0.0,0.0,0.0,3,11,2,1,1,1,1,Benign,0
59.166.0.7,32640.0,149.171.126.6,53.0,udp,CON,0.001078,146,178,31,29,0,0,dns,541744.0,660482.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421949361,1421949361,0.009,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3,5,4,4,1,1,1,Benign,0
59.166.0.2,56405.0,149.171.126.6,26551.0,tcp,FIN,0.048925,4966,80746,31,29,7,36,-,802698.0,13046091.0,86,84,255,255,782461493,2937710342,58,961,0,0,35.948541,33.896841,1421950734,1421950734,0.5718,0.582952,0.000669,0.000534,0.000135,0,0,0.0,0.0,0.0,4,5,3,9,1,1,1,Benign,0
59.166.0.2,33123.0,149.171.126.3,29434.0,tcp,FIN,0.021652,2542,22128,31,29,7,14,-,915943.125,7981526.0,40,42,255,255,162133348,2307814804,64,527,0,0,50.814283,38.220692,1424250006,1424250006,0.5615,0.512854,0.000741,0.000596,0.000145,0,0,,,,3,6,2,1,1,1,2,Benign,0
59.166.0.0,64291.0,149.171.126.0,22.0,tcp,FIN,0.006098,3728,5474,31,29,7,7,ssh,4738603.0,6882256.5,32,24,255,255,4241011094,4241326408,117,228,0,0,12.63687,0.339774,1424257340,1424257340,0.203267,0.232348,0.000768,0.000627,0.000141,0,0,,,,1,1,3,2,1,1,1,Benign,0
175.45.176.1,1043.0,149.171.126.14,53.0,udp,INT,7e-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424251792,1424251792,0.007,0.0,0.0,0.0,0.0,0,2,,,,27,27,20,20,20,12,27,Generic,1
175.45.176.2,5283.0,149.171.126.15,53079.0,tcp,FIN,1.195804,364,3754,62,252,1,3,ftp-data,2134.128906,22605.71094,8,10,255,255,2126209067,1283846852,46,375,0,0,10429.66014,9267.464559,1424261198,1424261200,170.776853,116.219667,0.334636,0.149819,0.184817,0,1,,,,1,1,3,2,1,1,2,Exploits,1
59.166.0.3,11810.0,149.171.126.3,40519.0,tcp,FIN,0.084978,4550,73698,31,29,7,33,-,422885.9375,6851373.5,78,80,255,255,3550486815,1401224904,58,921,0,0,67.911659,66.85603,1421965170,1421965170,1.099169,1.061506,0.001276,0.001108,0.000168,0,0,0.0,0.0,0.0,8,5,1,4,1,1,1,Benign,0
59.166.0.4,11024.0,149.171.126.2,39022.0,tcp,FIN,0.030633,3078,33676,31,29,7,18,-,787908.4375,8625730.0,50,52,255,255,4103609813,4103953778,62,648,0,0,39.399903,37.151955,1424224529,1424224529,0.618449,0.5997,0.000785,0.000647,0.000138,0,0,,,,7,3,3,7,1,1,3,Benign,0
59.166.0.0,33518.0,149.171.126.0,53.0,udp,CON,0.001062,146,178,31,29,0,0,dns,549905.8125,670433.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421944998,1421944998,0.011,0.003,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4,2,3,4,4,1,1,Benign,0
59.166.0.8,26605.0,149.171.126.9,60492.0,tcp,FIN,0.05085,3062,32546,31,29,7,18,-,472133.7188,5013648.0,50,48,255,255,2578440607,438787540,61,678,0,0,0.0,1.944214,1424237798,1424237798,1.03151,1.094891,0.000591,0.000482,0.000109,0,0,,,,2,3,2,3,1,1,1,Benign,0
59.166.0.2,59815.0,149.171.126.8,6881.0,tcp,FIN,0.016331,1540,1644,31,29,4,4,-,707366.375,760761.75,16,18,255,255,3715223598,1571620212,96,91,0,0,80.226964,1.919067,1424252418,1424252418,1.067333,0.933176,0.000587,0.000464,0.000123,0,0,,,,10,9,4,6,4,1,6,Benign,0
59.166.0.4,49846.0,149.171.126.2,54438.0,tcp,FIN,0.049056,528,8824,31,29,1,4,ftp-data,77625.57031,1319145.5,10,12,255,255,77269407,190639370,53,735,0,0,504.223343,440.661829,1424240185,1424240185,5.413778,4.415273,0.000605,0.000483,0.000122,0,0,,,,6,3,2,12,2,1,4,Benign,0
59.166.0.2,39778.0,149.171.126.3,11935.0,udp,CON,0.037098,520,304,31,29,0,0,-,84101.5625,49167.07031,4,4,0,0,0,0,130,76,0,0,9.878989,11.310173,1421972448,1421972448,6.996,8.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,9,6,8,1,1,3,Benign,0
59.166.0.4,25095.0,149.171.126.4,23194.0,tcp,FIN,0.020982,2766,28906,31,29,7,16,-,1030979.0,10781813.0,44,46,255,255,4175617031,2037721807,63,628,0,0,0.0,30.850489,1424233900,1424233900,0.490643,0.4655,0.000622,0.000496,0.000126,0,0,,,,6,3,2,4,1,1,2,Benign,0
59.166.0.6,62724.0,149.171.126.3,20048.0,tcp,FIN,0.222481,424,8824,31,29,1,4,ftp-data,13340.46484,290865.2813,8,12,255,255,1055343541,3839709386,53,735,0,0,2108.726035,1664.369797,1424250711,1424250711,31.735714,20.175636,0.000743,0.000546,0.000197,0,0,,,,3,3,5,3,1,1,4,Benign,0
59.166.0.9,8228.0,149.171.126.0,35239.0,udp,CON,0.001727,536,304,31,29,0,0,-,1862188.75,1056166.75,4,4,0,0,0,0,134,76,0,0,0.628147,0.303826,1421955460,1421955460,0.448667,0.220333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,11,11,3,2,1,1,2,Benign,0
59.166.0.5,52844.0,149.171.126.7,30616.0,udp,CON,0.001803,544,304,31,29,0,0,-,1810316.125,1011647.25,4,4,0,0,0,0,136,76,0,0,0.646296,0.327396,1421962128,1421962128,0.461,0.237,0.0,0.0,0.0,0,0,0.0,0.0,0.0,14,9,5,3,1,1,3,Benign,0
59.166.0.6,4639.0,149.171.126.1,46609.0,tcp,FIN,0.028856,2766,28404,31,29,7,16,-,749653.4375,7703632.0,44,46,255,255,3853814700,1729770839,63,617,0,0,39.367888,38.277092,1421962615,1421962615,0.662651,0.644159,0.000658,0.000509,0.000149,0,0,0.0,0.0,0.0,14,3,3,5,1,1,1,Benign,0
59.166.0.4,15904.0,149.171.126.7,53.0,udp,CON,0.001031,130,162,31,29,0,0,dns,504364.6563,628516.0,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424221916,1424221916,0.008,0.006,0.0,0.0,0.0,0,0,,,,5,2,2,4,2,1,2,Benign,0
59.166.0.8,19953.0,149.171.126.5,15043.0,tcp,FIN,0.055936,5174,83812,31,29,7,39,-,731836.375,11856550.0,90,92,255,255,93307082,93622884,57,911,0,0,34.340499,35.630391,1424220167,1424220167,0.624899,0.60778,0.000752,0.000619,0.000133,0,0,,,,4,10,4,4,1,1,2,Benign,0
59.166.0.2,38316.0,149.171.126.1,53.0,udp,CON,0.001049,146,178,31,29,0,0,dns,556720.6875,678741.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424230084,1424230084,0.009,0.007,0.0,0.0,0.0,0,0,,,,2,2,3,2,2,2,5,Benign,0
59.166.0.1,45593.0,149.171.126.7,25.0,tcp,FIN,0.036329,37238,3380,31,29,18,8,smtp,8042500.0,726692.125,52,42,255,255,1495701545,1496644936,716,80,0,0,41.868797,1.94532,1424231637,1424231637,0.71988,0.874585,0.000615,0.000468,0.000147,0,0,,,,2,2,2,5,1,1,1,Benign,0
59.166.0.0,30992.0,149.171.126.9,53.0,udp,CON,0.001068,146,178,31,29,0,0,dns,546816.5,666666.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424237279,1424237279,0.009,0.007,0.0,0.0,0.0,0,0,,,,3,5,3,3,1,1,1,Benign,0
59.166.0.5,45096.0,149.171.126.8,6881.0,tcp,FIN,0.017354,1540,1644,31,29,4,4,-,665667.875,715915.625,16,18,255,255,3687716613,1547984793,96,91,0,0,69.043432,1.891728,1424257164,1424257164,1.136667,0.993235,0.000581,0.000466,0.000115,0,0,,,,8,8,9,10,6,1,8,Benign,0
149.171.126.15,47439.0,175.45.176.3,53.0,udp,INT,1e-06,264,0,60,0,0,0,dns,1056000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424248011,1424248011,0.001,0.0,0.0,0.0,0.0,0,0,,,,39,39,16,16,16,16,39,Benign,0
59.166.0.4,31603.0,149.171.126.4,25.0,tcp,FIN,0.505783,37220,3380,31,29,18,8,-,577401.75,52196.29688,52,42,255,255,2780198027,2926493239,716,80,0,0,753.299869,25.507455,1421944857,1421944858,9.91051,12.322488,0.000704,0.00055,0.000154,0,0,0.0,0.0,0.0,10,11,9,9,5,5,5,Benign,0
59.166.0.0,12642.0,149.171.126.9,80.0,tcp,FIN,1.147947,1684,10168,31,29,3,5,http,10899.45801,66929.92188,14,18,255,255,801418067,802429435,120,565,1,3924,9845.998544,8620.280442,1424240548,1424240549,88.276767,67.493647,0.001783,0.000552,0.001231,0,0,1.0,,,1,1,2,7,1,1,1,Benign,0
59.166.0.1,41449.0,149.171.126.8,5190.0,tcp,FIN,0.183928,1470,1728,31,29,5,4,-,61067.375,69809.92969,22,14,255,255,3211696172,3212008270,67,123,0,0,564.530845,17.906381,1421945187,1421945187,8.758477,14.092692,0.000721,0.000583,0.000138,0,0,0.0,0.0,0.0,10,13,13,11,3,3,3,Benign,0
59.166.0.1,4563.0,149.171.126.9,6881.0,tcp,FIN,4.52027,12934,548216,31,29,21,197,-,22789.78906,968021.875,224,438,255,255,4130016336,2032344717,58,1252,0,0,7148.455697,5106.820179,1424239240,1424239244,20.26874,10.342712,0.000616,0.000496,0.00012,0,0,,,,5,3,2,2,1,1,2,Benign,0
59.166.0.6,9752.0,149.171.126.5,45720.0,tcp,FIN,0.02857,2958,32408,31,29,7,18,-,811200.5625,8893245.0,48,50,255,255,2382700600,2398894295,62,648,0,0,35.452533,31.565604,1424234723,1424234723,0.601106,0.531125,0.003194,0.003073,0.000121,0,0,,,,13,8,4,6,1,1,1,Benign,0
59.166.0.3,46824.0,149.171.126.4,47444.0,tcp,FIN,0.037921,3718,49932,31,29,7,24,-,771920.5625,10358377.0,62,60,255,255,1594195518,3744080671,60,832,0,0,35.771377,0.991301,1424222005,1424222005,0.616525,0.632492,0.000726,0.000594,0.000132,0,0,,,,12,4,2,8,1,1,2,Benign,0
59.166.0.8,13025.0,149.171.126.7,11453.0,tcp,FIN,0.041113,2542,22128,31,29,7,14,-,482377.8438,4203439.5,40,42,255,255,3792053850,3792357144,64,527,0,0,67.833543,65.522282,1421958223,1421958223,1.045231,0.988024,0.000732,0.000594,0.000138,0,0,0.0,0.0,0.0,6,6,1,3,1,1,1,Benign,0
59.166.0.8,35151.0,149.171.126.2,41339.0,tcp,FIN,0.044898,5174,86792,31,29,7,39,-,911755.5625,15296717.0,90,92,255,255,3021451012,3030146519,57,943,0,0,27.197837,26.873399,1421943315,1421943315,0.500921,0.487527,0.000665,0.00053,0.000135,0,0,0.0,0.0,0.0,6,4,2,3,1,1,1,Benign,0
59.166.0.1,20889.0,149.171.126.7,21.0,tcp,FIN,0.929016,2934,3742,31,29,11,15,ftp,24783.21094,31629.16406,52,54,255,255,2401127321,257218586,56,69,0,0,1585.24798,58.593152,1421944337,1421944338,18.208824,17.518434,0.000672,0.000538,0.000134,0,0,0.0,1.0,1.0,1,1,3,5,1,1,3,Benign,0
59.166.0.6,37681.0,149.171.126.9,35561.0,tcp,FIN,0.064584,4550,72372,31,29,7,33,-,556422.625,8852719.0,78,80,255,255,4139890739,2005817715,58,905,0,0,49.345152,48.527125,1421955561,1421955561,0.834182,0.810557,0.000681,0.000543,0.000138,0,0,0.0,0.0,0.0,13,13,4,2,1,1,1,Benign,0
59.166.0.3,15000.0,149.171.126.2,53.0,udp,CON,0.001056,130,162,31,29,0,0,dns,492424.25,613636.375,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424251340,1424251340,0.009,0.007,0.0,0.0,0.0,0,0,,,,4,6,3,7,3,1,1,Benign,0
175.45.176.1,1043.0,149.171.126.18,53.0,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424239375,1424239375,0.009,0.0,0.0,0.0,0.0,0,2,,,,26,26,16,16,16,16,26,Generic,1
149.171.126.12,47439.0,175.45.176.0,53.0,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223442,1424223442,0.007,0.0,0.0,0.0,0.0,0,0,,,,24,24,16,16,16,8,24,Benign,0
59.166.0.1,58687.0,149.171.126.8,21.0,tcp,FIN,0.899682,2934,3742,31,29,11,15,ftp,25591.26563,32660.42969,52,54,255,255,2488619717,344248582,56,69,0,0,1468.491817,55.926949,1421946524,1421946525,17.634628,16.965377,0.000641,0.000512,0.000129,0,0,0.0,1.0,1.0,1,1,5,4,1,1,3,Benign,0
59.166.0.6,57736.0,149.171.126.1,12003.0,tcp,FIN,0.025309,3598,47460,31,29,7,24,-,1118653.375,14759967.0,60,62,255,255,3877232812,1732155926,60,765,0,0,25.317536,22.808825,1421962640,1421962640,0.422559,0.405361,0.000707,0.00057,0.000137,0,0,0.0,0.0,0.0,6,10,1,1,1,1,1,Benign,0
10.40.182.6,138.0,10.40.182.255,138.0,udp,INT,8.5e-05,503,0,64,0,0,0,-,23717648.0,0.0,2,0,0,0,0,0,252,0,0,0,0.0,0.0,1424223261,1424223261,0.085,0.0,0.0,0.0,0.0,0,0,,,,48,48,48,48,48,48,48,Benign,0
59.166.0.7,18348.0,149.171.126.4,53.0,udp,CON,0.001066,146,178,31,29,0,0,dns,547842.4375,667917.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421970737,1421970737,0.01,0.003,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3,2,3,2,1,1,1,Benign,0
59.166.0.1,46256.0,149.171.126.3,52241.0,tcp,FIN,0.015106,2854,29196,31,29,7,17,-,1478617.75,15139944.0,46,48,255,255,2909241979,2919804114,62,608,0,0,19.071421,17.962841,1424262051,1424262051,0.335773,0.317826,0.000599,0.000483,0.000116,0,0,,,,5,10,11,4,1,1,1,Benign,0
59.166.0.5,18165.0,149.171.126.0,53.0,udp,CON,0.001018,130,162,31,29,0,0,dns,510805.5313,636542.25,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424258797,1424258797,0.008,0.009,0.0,0.0,0.0,0,0,,,,3,4,2,3,2,1,1,Benign,0
59.166.0.6,36457.0,149.171.126.8,80.0,tcp,FIN,1.265636,18474,1087890,31,29,2,370,http,116437.9063,6867264.0,346,746,255,255,2491137049,2487984318,53,1458,1,0,192.358101,111.624222,1421934119,1421934120,3.667551,1.69817,0.000625,0.000491,0.000134,0,0,2.0,0.0,0.0,1,1,2,5,1,1,2,Benign,0
149.171.126.18,1043.0,175.45.176.3,53.0,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424232215,1424232215,0.008,0.0,0.0,0.0,0.0,0,0,,,,43,43,5,5,5,5,43,Benign,0
175.45.176.0,1043.0,149.171.126.12,53.0,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424223690,1424223690,0.009,0.0,0.0,0.0,0.0,0,2,,,,16,16,7,7,7,7,16,Generic,1
59.166.0.8,1413.0,149.171.126.1,7913.0,tcp,FIN,0.02962,3598,47460,31,29,7,24,-,955840.6875,12611749.0,60,62,255,255,1647573255,1647862045,60,765,0,0,27.356895,26.908095,1424254483,1424254483,0.496254,0.475918,0.000729,0.00058,0.000149,0,0,,,,6,7,1,2,1,1,1,Benign,0
149.171.126.10,1043.0,175.45.176.0,53.0,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424259493,1424259493,0.007,0.0,0.0,0.0,0.0,0,0,,,,37,37,18,18,18,18,37,Benign,0
175.45.176.3,47439.0,149.171.126.15,53.0,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424247852,1424247852,0.004,0.0,0.0,0.0,0.0,0,2,,,,38,38,38,38,38,17,38,Generic,1
59.166.0.8,32626.0,149.171.126.2,53.0,udp,CON,0.001014,146,178,31,29,0,0,dns,575936.875,702169.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421940582,1421940582,0.011,0.01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,2,1,1,1,1,1,Benign,0
59.166.0.0,1053.0,149.171.126.1,17488.0,tcp,FIN,0.039798,4014,58994,31,29,7,28,-,795014.875,11689432.0,68,70,255,255,1751303739,3915642448,59,843,0,0,0.0,33.430283,1421955954,1421955954,0.589239,0.567957,0.000777,0.000605,0.000172,0,0,0.0,0.0,0.0,9,19,7,2,1,1,1,Benign,0
59.166.0.3,52061.0,149.171.126.1,29318.0,tcp,FIN,0.386314,4624,3080,31,29,7,7,-,92339.39063,61670.03906,28,30,255,255,223703473,2447688586,165,103,0,0,770.530864,19.401861,1421931305,1421931306,14.296074,13.268448,0.003408,0.001526,0.001882,0,0,0.0,0.0,0.0,5,9,3,4,1,1,1,Benign,0
